,Name,Club,Crossing,Finishing,HeadingAccuracy,Volleys,Dribbling,Curve,BallControl,Acceleration,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Positioning,Vision,Marking
13360,R. Fergonzi,Patriotas Boyacá FC,30,68,57,44,65,36,66,48,63,62,64,50,80,60,69,43,17
13361,M. Makasi,West Ham United,50,52,57,46,61,49,63,70,60,60,58,79,70,48,55,57,56
13362,A. Pelvas,HJK Helsinki,52,63,41,60,61,55,60,73,64,68,55,71,57,65,64,52,59
13363,T. Rocha,Orlando City SC,45,42,59,51,51,47,55,68,71,68,68,76,64,60,51,55,60
13364,H. Suárez,Atlético Huila,42,38,41,35,48,37,61,64,82,58,62,76,42,37,51,58,65
13365,A. Oviedo,Newell's Old Boys,33,65,56,49,62,42,63,75,68,55,57,61,50,52,62,49,15
13366,M. Carraro,Foggia,42,32,33,35,63,51,66,54,62,44,36,47,61,50,42,65,39
13367,Hugo Duro,Getafe CF,31,72,58,45,50,38,58,58,64,61,68,51,64,55,64,46,37
13368,Cao Yang,Tianjin TEDA FC,57,57,65,55,54,57,61,46,52,58,63,54,65,60,58,54,68
13369,K. McHattie,Derry City,69,36,51,28,62,65,61,75,70,63,59,70,62,32,58,43,49
13370,N. Pelaitay,San Martín de San Juan,42,36,49,37,46,37,53,61,72,43,57,83,64,45,36,43,63
13371,U. Torres,Club América,61,33,61,31,63,44,59,52,76,51,52,64,48,34,43,41,64
13372,Javi Mier,Real Oviedo,58,55,31,52,63,63,66,66,67,63,49,51,42,64,50,64,35
13373,D. Facchin,Venezia FC,13,12,14,12,16,11,21,56,30,42,70,34,71,11,13,51,22
13374,J. Turnbull,Northampton Town,36,23,62,23,45,23,51,60,59,35,71,74,73,26,22,36,59
13375,J. Manns,IF Elfsborg,51,28,46,31,50,49,55,83,77,42,76,68,68,33,40,47,55
13376,D. Al Qarni,Al Fayha,40,49,55,33,58,51,59,61,66,57,65,61,70,56,39,52,59
13377,D. Erdoğan,LASK Linz,46,32,58,32,58,42,64,64,59,49,68,70,70,63,59,63,48
13378,J. Eiswohld,IK Sirius,45,39,42,40,56,43,61,59,58,38,56,59,71,46,34,58,62
13379,K. Sarkodie,Trelleborgs FF,54,49,54,55,55,59,55,74,77,61,70,75,65,48,55,52,50
13380,B. Garmston,Gillingham,54,34,50,29,59,60,53,89,69,66,62,75,63,43,56,47,53
13381,M. Cubillos,Deportes Iquique,63,58,54,49,62,62,59,69,82,70,77,78,65,50,68,52,20
13382,H. Cornick,Luton Town,60,59,49,53,68,42,65,85,68,57,45,72,63,45,57,55,35
13383,Ernest Forgás,CF Reus Deportiu,32,69,77,54,60,44,62,41,55,66,62,58,58,61,56,58,48
13384,K. Appin,KSV Cercle Brugge,59,60,50,55,68,51,67,74,76,63,48,67,39,48,62,50,22
13385,Abenza,UD Almería,53,41,61,35,60,45,65,65,62,63,63,48,59,40,45,61,53
13386,D. Schütz,SKN St. Pölten,63,55,58,58,65,71,61,90,91,64,90,75,32,59,44,43,19
13387,H. Shaian,Al Taawoun,20,11,15,13,11,15,20,48,40,17,40,36,72,19,10,40,17
13388,Yun Sang Ho,Incheon United FC,52,52,43,50,61,45,63,40,76,56,62,78,52,58,58,62,43
13389,P. Caddis,Bradford City,61,59,50,46,60,69,59,58,79,68,80,68,64,64,55,54,65
13390,I. Diallo,Stade Brestois 29,50,47,59,36,62,52,64,66,79,55,61,67,29,54,50,59,56
13391,M. Sak,MKE Ankaragücü,53,56,49,42,64,49,66,66,63,68,71,51,62,64,53,60,58
13392,C. Halkett,Livingston FC,31,26,63,29,38,34,44,62,56,39,67,62,74,27,27,27,61
13393,S. Al Masrahi,Al Batin,28,20,60,28,28,23,44,34,34,36,71,58,87,16,28,27,59
13394,C. Ogbene,Exeter City,50,59,41,42,68,41,63,91,65,58,63,63,72,46,45,55,39
13395,C. Cisternas,Curicó Unido,62,47,37,33,52,39,61,57,71,49,51,73,57,61,37,62,64
13396,D. Sugimoto,Yokohama F. Marinos,10,6,11,9,10,14,18,18,39,22,49,49,60,7,5,28,15
13397,L. Lapoussin,Red Star FC,55,45,64,45,66,50,67,69,63,59,59,61,59,50,59,58,58
13398,Nam Seung Woo,Gangwon FC,52,56,41,43,66,49,65,73,69,57,55,63,53,45,65,55,47
13399,C. Sibbald,Livingston FC,50,55,38,52,68,61,63,76,76,56,55,69,47,40,56,55,34
13400,A. Sánchez,Cruz Azul,30,29,68,26,45,28,39,62,59,44,73,76,74,29,25,32,66
13401,Y. Tasaka,Kawasaki Frontale,60,53,60,56,66,64,64,61,69,61,82,65,61,61,65,64,55
13402,N. Estévez,Estudiantes de La Plata,56,55,43,50,62,52,67,71,66,66,61,64,57,43,52,57,63
13403,T. Siedschlag,Holstein Kiel,40,47,45,42,54,44,60,66,67,60,74,75,71,54,56,61,58
13404,D. Mullen,St. Mirren,44,61,59,58,61,54,60,79,63,61,76,77,61,58,57,53,35
13405,C. Clements,Cheltenham Town,57,45,43,55,57,63,63,60,74,52,61,74,62,56,55,63,53
13406,K. Wilson,Walsall,58,32,51,28,63,50,60,80,71,41,68,77,63,35,56,52,56
13407,B. Kraev,FC Midtjylland,49,61,56,44,65,45,67,69,64,67,55,60,49,63,65,58,42
13408,F. Baise,Guizhou Hengfeng FC,41,51,51,43,56,28,62,36,71,75,87,33,60,67,30,38,60
13409,D. Grubb,Forest Green Rovers,65,58,34,40,63,60,61,70,62,58,55,73,64,59,57,56,23
13410,K. Roos,Derby County,14,18,13,19,16,17,20,45,38,34,60,43,68,18,14,42,9
13411,Longchang Lin,Guizhou Hengfeng FC,29,23,64,29,28,34,42,34,36,41,67,59,89,41,34,26,55
13412,A. Mosquera,La Equidad,30,63,66,52,58,42,56,63,48,66,55,61,77,53,62,53,43
13413,T. Yokoyama,Hokkaido Consadole Sapporo,59,23,62,23,41,44,56,45,47,48,65,61,69,38,43,41,59
13414,J. Segre,Venezia FC,47,54,57,57,62,47,64,61,58,64,56,61,57,56,66,51,46
13415,M. O'Brien,Newport County,36,35,59,25,40,37,41,58,70,50,72,73,72,32,42,38,57
13416,J. Clisby,Central Coast Mariners,52,45,54,27,53,31,51,64,67,55,64,70,75,41,53,56,60
13417,H. Anderson,Lincoln City,57,58,41,53,62,44,57,84,77,56,43,71,75,49,55,55,52
13418,Kike,Rayo Vallecano,29,21,62,33,33,35,52,67,46,42,76,53,69,30,33,37,66
13419,C. Akas,Kalmar FF,64,32,48,34,62,43,64,67,68,49,54,73,81,45,44,36,63
13420,M. Thorbjörnsson,Dalkurd FF,33,24,64,26,32,32,47,47,54,22,54,50,77,13,26,32,56
13421,A. Al Zubaidi,Al Raed,63,51,39,55,53,47,55,73,75,54,83,71,83,41,41,43,50
13422,M. Kühne,FC Carl Zeiss Jena,55,28,51,21,54,35,61,62,70,48,77,66,65,31,43,42,65
13423,T. Majrashi,Ohod Club,56,59,51,46,63,56,60,80,81,59,69,68,65,58,55,49,54
13424,M. Ofkir,Sandefjord Fotball,52,52,33,47,68,46,62,85,73,63,45,60,45,63,52,59,35
13425,A. Amaya,Atlético Huila,42,61,65,42,65,38,63,83,84,56,50,53,41,34,67,49,52
13426,Du Zhenyu,Changchun Yatai FC,65,60,52,58,63,67,63,58,73,63,79,37,55,59,64,67,21
13427,C. Raglan,Oxford United,26,29,63,30,39,25,42,69,58,45,82,69,78,27,30,37,49
13428,D. Wright,St. Johnstone FC,58,55,42,56,65,52,60,77,73,57,74,77,74,59,58,50,51
13429,W. Pérez,Club Atlético Huracán,63,58,49,34,65,62,60,76,75,61,79,71,52,42,57,50,48
13430,B. Utvik,Sarpsborg 08 FF,46,33,60,34,42,39,54,53,55,43,70,71,68,37,36,38,61
13431,E. Torres,Guadalajara,60,60,43,48,68,54,62,76,78,60,42,41,29,46,51,53,17
13432,A. Tabanelli,Lecce,54,42,54,58,63,62,62,48,38,61,35,68,75,59,58,63,41
13433,A. Berzel,TSV 1860 München,42,43,60,52,39,39,54,73,67,65,59,79,76,54,49,58,48
13434,J. Cranston,Morecambe,61,29,45,35,62,54,58,77,67,52,68,86,60,43,42,49,59
13435,C. Stefańczyk,Wisła Płock,67,33,51,41,57,49,62,68,63,50,81,34,70,54,44,51,61
13436,M. Gómez,Envigado FC,31,65,58,47,58,45,55,70,68,55,69,60,68,47,64,46,44
13437,Fachendinho,Santos,59,70,60,57,63,53,65,51,53,62,71,69,51,64,52,41,13
13438,Y. van Osch,PSV,13,14,17,10,13,12,36,39,47,39,69,27,35,12,8,42,14
13439,Lin Chuangyi,Shanghai SIPG FC,51,54,49,53,68,60,66,73,72,56,69,58,50,50,53,60,42
13440,Yago,Lobos BUAP,34,63,54,59,71,51,64,87,75,60,46,56,41,54,54,52,16
13441,S. van der Lei,Dalkurd FF,13,19,12,18,13,19,24,44,40,25,58,38,59,17,9,35,20
13442,M. Austin,Newcastle Jets,64,61,51,36,62,57,58,90,79,58,76,82,79,42,61,54,44
13443,W. Balikwisha,Standard de Liège,59,45,40,47,70,53,67,78,82,59,77,48,48,54,48,55,34
13444,M. Piątkowski,Miedź Legnica,37,67,67,55,64,44,61,57,66,60,61,65,78,59,45,50,35
13445,H. Löfkvist,Dalkurd FF,38,20,61,36,55,39,59,61,55,50,73,65,69,37,38,42,57
13446,B. N'Gala,Crawley Town,42,31,60,29,39,31,32,48,38,42,69,81,91,36,33,36,60
13447,N. Gjorgjev,Grasshopper Club Zürich,60,53,42,62,64,63,65,77,72,60,53,58,40,56,57,58,25
13448,I. Anthony,FK Haugesund,31,23,53,23,54,23,56,82,74,40,83,64,74,22,26,49,52
13449,J. Delétraz,Grenoble Foot 38,59,45,59,55,55,34,56,63,78,60,68,76,71,51,34,53,56
13450,K. Junker,AC Horsens,44,58,58,55,62,36,64,77,74,65,72,68,66,55,58,49,31
13451,F. Ortega,Vélez Sarsfield,64,48,55,52,69,51,65,75,72,60,49,70,60,50,49,45,54
13452,Josep Martínez,UD Las Palmas,12,6,11,6,8,11,11,24,22,15,37,42,58,7,11,52,15
13453,S. Barratt,Southend United,63,53,60,40,62,44,60,74,63,55,47,73,65,42,54,56,23
13454,O. Rodas,Boyacá Chicó FC,22,62,47,49,61,33,60,72,73,68,70,63,61,56,64,50,22
13455,B. Lozano,U.N.A.M.,62,60,41,50,68,51,64,72,85,66,48,48,35,46,58,46,23
13456,I. Wadji,FK Haugesund,58,54,49,45,63,49,61,88,83,60,76,47,57,53,61,53,21
13457,Liu Weidong,Chongqing Dangdai Lifan FC SWM Team,59,62,51,52,60,52,58,77,72,58,64,63,60,52,60,58,26
13458,B. Prokopič,SCR Altach,61,54,58,60,63,65,64,64,61,64,61,37,65,64,61,65,58
13459,M. Gardawski,Korona Kielce,54,60,61,56,63,52,60,74,78,64,46,71,67,64,63,51,56
13460,T. King,AFC Wimbledon,9,6,18,18,8,9,25,40,57,20,52,32,53,17,12,31,15
13461,P. Sarr,FC Zürich,53,42,48,43,55,55,63,74,80,51,56,74,68,37,44,58,54
13462,N. Bustos,Club Atlético Talleres,52,61,49,48,66,48,63,72,76,59,60,60,42,60,61,49,30
13463,M. Bauer,SpVgg Unterhaching,54,25,55,25,61,31,62,75,77,21,62,71,62,29,48,44,59
13464,Javi Alonso,CD Tenerife,48,48,55,36,57,46,64,57,63,59,70,70,69,49,45,66,59
13465,H. Hosogai,Kashiwa Reysol,56,40,58,44,61,58,62,62,63,42,64,58,59,39,29,60,61
13466,A. Iniestra,U.N.A.M.,60,47,55,32,59,39,61,49,66,65,62,45,71,48,55,61,64
13467,N. Holland,West Ham United,54,47,30,45,65,51,62,85,78,56,56,58,40,56,59,57,31
13468,P. Nguinda,KSV Cercle Brugge,61,28,63,29,58,37,56,69,68,27,59,65,70,34,41,39,60
13469,K. Brünker,Bradford City,30,61,69,54,49,38,48,77,54,67,63,76,85,52,61,47,23
13470,A. Collin,Carlisle United,21,15,23,19,14,15,19,33,48,23,54,27,63,19,10,44,20
13471,A. Al Shamekh,Al Raed,63,26,43,26,58,68,60,77,65,51,73,76,69,31,49,42,55
13472,R. Delaney,Rochdale,32,32,64,25,45,36,51,62,64,23,68,71,74,18,35,36,56
13473,K. Yamamoto,Júbilo Iwata,59,40,44,45,67,56,65,68,60,52,66,65,79,59,49,62,56
13474,S. Nakahara,V-Varen Nagasaki,62,53,45,32,65,42,61,73,72,53,43,73,60,50,61,61,44
13475,S. Ingolitsch,SKN St. Pölten,60,29,54,29,62,30,59,66,69,35,70,64,55,28,48,39,59
13476,L. D'Ath,Milton Keynes Dons,60,57,45,52,60,57,61,72,77,53,64,80,59,58,56,52,37
13477,Tiagildo Serra,Sport Club do Recife,55,59,55,55,65,57,70,57,72,63,58,67,50,55,67,75,30
13478,S. Rasswalder,TSV Hartberg,56,50,51,41,57,33,62,66,51,61,57,73,60,57,46,54,63
13479,J. Esquivel,Lobos BUAP,28,23,64,28,47,31,60,71,66,51,65,43,70,34,24,55,62
13480,F. Baak,Hertha BSC,32,29,62,24,41,30,45,53,62,57,72,50,75,21,26,42,58
13481,Zhang Chiming,Tianjin TEDA FC,53,56,53,58,66,48,60,75,63,58,63,68,65,60,62,59,58
13482,R. Pillot,La Berrichonne de Châteauroux,15,9,19,10,10,9,25,36,38,29,57,30,65,8,15,37,11
13483,S. Kavanagh,Shamrock Rovers,61,58,54,33,64,42,63,69,70,56,76,68,55,53,57,48,59
13484,S. Nattestad,AC Horsens,25,36,65,38,36,33,48,56,38,56,63,65,85,30,25,26,61
13485,T. Broadbent,Bristol Rovers,39,37,64,29,42,46,51,61,51,51,71,83,85,53,30,44,48
13486,M. Bottani,FC Lugano,41,57,35,42,70,53,69,80,85,63,58,80,43,58,66,41,35
13487,Feng Zhuoyi,Henan Jianye FC,49,48,54,39,63,55,62,58,64,43,58,76,79,49,61,65,59
13488,A. Falch,Sarpsborg 08 FF,16,10,11,10,15,13,30,31,60,35,63,37,66,12,16,28,9
13489,K. Ono,Shonan Bellmare,22,18,61,25,36,25,49,60,64,33,73,67,74,21,47,32,63
13490,H. Kawabe,Sanfrecce Hiroshima,59,48,33,45,64,50,69,74,68,59,65,62,67,61,46,61,63
13491,R. Rabeï,Amiens SC,55,62,55,62,65,63,66,68,78,66,53,50,58,56,56,59,24
13492,D. Duarte,Atlético Huila,46,37,59,37,38,43,59,64,53,35,60,58,68,30,42,54,65
13493,R. Hutton,Birmingham City,57,33,42,22,61,36,59,78,66,61,53,66,58,56,48,50,55
13494,J. Torres,Sporting Lokeren,48,39,48,28,56,64,60,79,82,50,76,71,41,29,30,58,67
13495,B. Bye,New England Revolution,55,55,58,51,54,51,58,78,61,68,70,68,66,56,54,51,58
13496,J. Iritier,Club Atlético Aldosivi,61,57,42,57,68,46,67,67,60,57,44,55,57,51,53,59,36
13497,P. López,Pachuca,47,49,46,48,67,54,62,69,70,59,53,66,33,47,50,59,40
13498,L. Salas,CD Antofagasta,35,66,62,40,62,32,64,70,72,54,71,64,73,49,61,50,36
13499,L. Young,Crawley Town,61,47,38,51,64,47,60,82,85,54,77,73,32,38,55,41,59
13500,D. Bachmann,Kilmarnock,14,17,12,16,14,18,22,50,44,21,57,36,61,15,13,20,14
13501,D. Olsson,GIF Sundsvall,60,51,48,29,57,47,58,71,69,63,66,75,64,52,52,49,60
13502,S. Nkansah,Eintracht Braunschweig,40,27,60,20,42,31,46,55,61,42,54,50,66,25,27,35,65
13503,R. Brewster,Liverpool,50,66,55,51,60,41,59,78,77,54,68,57,55,55,64,54,14
13504,V. Méndez,Unión Española,61,39,52,41,48,49,59,66,70,61,52,72,57,48,37,37,66
13505,M. Veloso,Neuchâtel Xamax,57,60,43,55,64,60,62,67,68,64,62,79,62,63,49,48,34
13506,Y. Arquin,Yeovil Town,53,57,61,59,63,53,62,77,51,61,63,71,82,55,59,54,22
13507,M. Jelavić,Royal Excel Mouscron,53,61,62,36,57,43,62,58,56,63,59,52,73,61,61,57,18
13508,A. Edathodika,0,41,22,64,27,44,28,37,62,57,27,59,63,79,29,39,32,67
13509,Luis Perea,CA Osasuna,49,31,72,32,54,38,65,55,58,55,63,68,71,40,52,61,50
13510,J. Villalba,Borussia Mönchengladbach,39,68,56,64,65,55,57,69,77,69,51,57,38,62,48,40,20
13511,Perera,Deportivo Alavés,59,27,60,28,49,45,60,65,56,55,72,69,68,27,30,42,41
13512,E. Kane,Sandefjord Fotball,29,25,54,30,43,28,44,72,49,35,65,70,78,23,24,30,56
13513,Carlitos,Wisła Płock,58,55,38,50,60,39,60,80,85,60,73,68,49,58,58,58,25
13514,B. Mwila,SCR Altach,41,63,60,55,57,45,59,69,56,62,62,59,68,56,62,51,19
13515,S. Pittman,Livingston FC,43,62,67,53,63,56,67,78,74,63,64,77,59,61,53,54,53
13516,E. Bajrami,IF Elfsborg,65,59,40,58,63,55,61,66,69,56,64,51,58,55,59,60,50
13517,R. Duffy,Notts County,49,36,68,17,44,37,56,42,67,40,72,76,70,34,37,42,65
13518,J. Karlström,Djurgårdens IF,53,48,48,58,58,60,60,68,66,58,62,73,71,61,55,62,62
13519,Li Tixiang,Guangzhou R&F; FC,47,34,61,31,53,33,55,70,74,73,69,63,73,68,58,37,60
13520,L. Watkowiak,SV Wehen Wiesbaden,13,7,13,5,10,11,18,20,19,21,27,26,83,8,6,32,7
13521,O. Sangante,La Berrichonne de Châteauroux,48,32,55,34,57,39,63,69,56,60,59,78,76,52,51,58,59
13522,G. Buckley,Cork City,54,59,60,54,62,54,63,49,58,62,57,72,77,59,67,66,54
13523,K. Jakob,FC Augsburg,58,29,59,35,57,43,66,69,66,46,58,67,59,41,40,41,55
13524,Dani Sandoval,Real Oviedo,62,55,42,58,68,50,65,74,65,64,48,52,43,61,59,56,10
13525,D. Sosa,Godoy Cruz,60,57,46,43,64,56,62,75,86,65,46,55,33,56,57,46,44
13526,S. Sprangler,Wolfsberger AC,50,32,64,42,56,37,60,70,66,59,63,72,67,59,53,63,67
13527,T. Schmidt,VfL Sportfreunde Lotte,58,56,42,47,64,50,60,75,79,52,70,71,46,47,57,53,21
13528,I. Chenihi,Al Fateh,60,57,38,38,60,60,64,68,71,44,59,58,56,45,55,58,21
13529,L. Shephard,Forest Green Rovers,59,36,42,22,58,34,60,74,74,49,67,71,59,37,45,47,60
13530,K. Dirks Riis,Esbjerg fB,40,39,65,35,49,43,58,69,51,50,79,72,75,33,44,33,57
13531,N. Freeman,Wycombe Wanderers,66,48,31,43,65,40,65,78,66,58,57,72,59,55,56,58,33
13532,B. Garratt,Crewe Alexandra,12,12,14,15,11,13,22,51,58,21,59,30,49,13,12,49,10
13533,H. White,Mansfield Town,57,38,58,38,61,34,54,91,61,47,70,73,67,50,54,32,57
13534,Sui Weijie,Chongqing Dangdai Lifan FC SWM Team,14,14,17,15,15,12,17,32,57,16,57,28,62,14,17,57,23
13535,S. Mvibudulu,SG Sonnenhof Großaspach,51,57,59,52,61,42,63,80,64,58,70,72,71,54,61,38,29
13536,M. Degerlund,Hammarby IF,41,17,60,29,38,21,46,61,43,33,53,67,75,21,32,43,58
13537,M. Al Enazi,Al Batin,56,57,47,35,60,40,62,71,76,49,63,64,36,52,48,54,66
13538,J. Delem,Seattle Sounders FC,56,48,62,45,60,35,61,69,69,55,81,72,67,48,52,52,58
13539,André Anderson,US Salernitana 1919,50,54,50,57,70,54,66,70,65,61,55,65,47,50,60,65,30
13540,F. Stritzel,SV Darmstadt 98,8,9,14,8,10,12,12,32,28,16,45,27,71,10,10,24,10
13541,W. Al Anazi,Al Shabab,57,53,44,37,61,54,60,60,72,58,64,77,60,61,58,60,52
13542,W. Jobello,GFC Ajaccio,55,63,62,64,70,54,61,72,62,68,57,60,57,60,52,55,22
13543,Luo Xin,Beijing Renhe FC,37,53,63,44,59,33,57,57,64,42,71,68,66,43,60,60,59
13544,M. Green,Lincoln City,51,61,54,56,59,49,56,80,70,62,58,89,71,57,63,54,53
13545,T. David,ADO Den Haag,52,27,39,31,61,39,58,73,75,32,64,54,56,30,44,40,54
13546,A. Danek,Cracovia,60,51,40,49,64,43,62,78,66,56,44,65,60,48,57,53,50
13547,F. Mussa,CD Tenerife,56,54,47,57,70,45,60,85,86,66,57,59,68,46,58,53,53
13548,G. Bolger,Shamrock Rovers,58,56,43,58,58,57,59,53,60,55,59,65,67,55,57,58,62
13549,G. Glendon,Carlisle United,41,42,49,39,56,45,62,56,71,53,48,70,57,48,57,61,60
13550,D. Caicedo,Deportivo Cali,56,45,30,46,71,56,63,81,89,50,51,55,41,37,51,49,34
13551,D. Oduro,San Jose Earthquakes,58,58,58,53,61,52,54,79,53,67,65,61,64,52,65,62,49
13552,M. Maphangule,Orlando Pirates,36,64,80,51,55,35,49,53,87,60,75,69,75,58,58,50,30
13553,J. Sheehan,Newport County,40,51,58,38,63,52,62,69,66,57,64,75,63,58,55,56,41
13554,Jesús Jiménez,Górnik Zabrze,56,58,52,48,66,56,68,61,69,57,63,61,69,48,58,57,31
13555,G. Traoré,Amiens SC,46,37,55,38,63,44,66,61,64,53,63,63,57,32,29,58,58
13556,Lee Hyun Woong,Gyeongnam FC,67,56,57,46,63,58,62,74,81,67,77,58,60,55,57,66,53
13557,T. Drage,FK Bodø/Glimt,66,51,36,53,65,69,67,79,77,52,57,56,32,50,47,61,37
13558,L. Dajaku,VfB Stuttgart,44,65,60,48,64,50,62,69,65,60,60,60,50,58,62,49,20
13559,Y. Al Musallam,Al Raed,25,19,73,25,27,22,35,39,47,38,74,81,81,18,28,35,56
13560,Rayco,CD Lugo,57,54,55,49,60,58,62,69,61,59,64,66,57,57,57,62,35
13561,Han Hee Hoon,Daegu FC,22,18,62,25,33,28,27,70,66,30,70,71,76,23,27,31,45
13562,H. Muñoz,Club Tijuana,58,27,49,28,63,35,43,33,65,26,33,58,86,27,43,35,62
13563,B. Badiashile,AS Monaco,36,20,59,31,34,26,47,48,42,49,68,62,79,28,25,30,59
13564,C. Porter,Crewe Alexandra,41,65,65,57,52,46,60,51,65,60,79,69,84,59,61,51,40
13565,R. Kitto,Adelaide United,65,65,36,38,62,45,60,80,59,55,57,62,55,39,60,60,35
13566,N. Taravel,Grenoble Foot 38,23,21,69,27,40,34,37,51,50,43,71,66,74,23,18,34,53
13567,Y. Verschaeren,RSC Anderlecht,48,54,39,51,68,51,70,79,87,53,73,61,51,54,57,53,35
13568,L. Wilkinson,Stevenage,39,22,63,52,19,50,33,53,75,66,84,74,80,20,42,35,61
13569,M. Osores,Atlético Tucumán,28,29,63,33,40,35,42,61,50,46,70,65,70,28,34,45,66
13570,M. Gueye,AS Saint-Étienne,44,71,66,64,54,47,58,51,48,62,62,54,64,49,62,50,26
13571,I. Bermingham,St. Patrick's Athletic,65,53,58,53,57,58,57,71,58,55,81,87,60,45,58,56,59
13572,M. Demetriou,Newport County,59,43,61,38,59,53,59,72,76,65,92,76,73,55,46,42,63
13573,N. McGinley,Forest Green Rovers,45,37,61,36,50,35,51,56,51,32,57,68,73,29,46,40,60
13574,N. Shipnoski,SV Wehen Wiesbaden,54,49,33,55,69,53,68,74,66,60,47,61,41,54,54,49,21
13575,J. Murray,Central Coast Mariners,31,65,59,53,60,31,59,70,65,60,61,58,65,62,62,45,15
13576,J. Mauersberger,TSV 1860 München,27,22,72,17,20,21,41,28,35,51,38,30,88,23,32,26,63
13577,S. Ambri,Valenciennes FC,47,66,53,52,63,49,64,82,70,56,62,57,55,58,57,58,23
13578,R. Sattelmaier,SV Darmstadt 98,11,14,20,15,12,11,19,38,35,33,66,31,71,15,15,19,11
13579,H. Gjesdal,Kristiansund BK,28,26,63,32,49,30,52,50,42,34,74,34,80,24,38,36,59
13580,Yang Shanping,Dalian YiFang FC,44,38,45,41,51,29,57,47,58,33,68,63,70,42,40,31,62
13581,M. Pode,Trelleborgs FF,59,64,47,64,58,56,59,53,50,66,43,58,74,62,65,63,48
13582,N. Stierlin,RB Leipzig,50,53,58,41,51,36,61,55,66,65,60,66,67,62,42,59,55
13583,A. Startsev,FC Energie Cottbus,58,39,38,39,56,45,56,80,82,47,81,81,61,35,48,48,57
13584,D. Petrovic,SKN St. Pölten,30,26,52,22,34,30,44,54,60,40,74,62,73,26,22,36,62
13585,C. Daniel,Peterborough United,61,54,48,55,64,53,61,79,64,70,80,75,83,54,54,49,58
13586,J. Anderson,Doncaster Rovers,46,53,31,44,61,43,63,74,63,53,70,72,55,58,56,63,40
13587,Kim Sang Won,Jeju United FC,45,52,51,49,55,49,56,79,81,45,63,68,54,53,60,56,59
13588,O. Shenton,Stoke City,59,52,49,49,65,58,68,66,69,62,69,61,67,47,54,64,56
13589,N. Rinderknecht,FC Ingolstadt 04,46,39,54,37,57,39,60,62,64,58,78,73,75,54,52,56,52
13590,H. Al Habib,Ettifaq FC,51,57,63,44,62,53,61,60,52,64,63,83,73,58,58,57,57
13591,J. Díaz,Tigres U.A.N.L.,60,23,55,29,54,27,60,69,59,44,66,55,67,23,43,31,61
13592,N. Díaz,CD Palestino,23,16,62,26,59,23,58,65,67,35,72,77,65,23,63,49,58
13593,J. Payne,Crawley Town,60,48,50,51,59,60,63,66,64,66,78,83,66,59,47,63,56
13594,M. Pronichev,FC Erzgebirge Aue,60,70,62,51,65,46,64,69,64,56,61,55,58,64,62,52,28
13595,A. Dadakdeniz,Bursaspor,10,9,13,9,13,10,19,32,42,24,38,25,60,6,6,34,7
13596,Li Shuai,Dalian YiFang FC,59,24,49,28,46,35,40,69,70,22,67,72,68,27,52,34,57
13597,V. Emmersón,Vejle Boldklub,20,23,65,25,37,24,39,57,42,60,64,63,78,21,28,27,62
13598,V. Mykolenko,Dynamo Kyiv,65,44,49,27,47,32,57,66,67,27,62,68,57,39,41,44,61
13599,K. Çelik,Kayserispor,36,65,64,58,57,60,59,66,63,63,70,52,66,55,56,53,23
13600,W. Pawłowski,Górnik Zabrze,12,5,13,6,15,12,24,32,32,11,58,32,50,3,11,22,18
13601,Du Jia,Tianjin TEDA FC,12,14,11,15,19,19,18,45,53,23,61,35,58,18,10,59,16
13602,J. Knight,Leicester City,28,25,60,33,35,40,41,46,58,47,63,59,69,30,41,32,62
13603,Samuel,CD Tenerife,46,35,55,37,52,46,60,58,54,56,62,64,63,38,37,61,58
13604,O. Palmer,Crawley Town,38,63,62,46,55,42,64,55,67,58,38,67,88,54,64,51,13
13605,T. Thomas,AFC Wimbledon,56,34,65,37,57,40,58,65,62,65,72,74,62,30,31,58,57
13606,E. Sanhueza,Audax Italiano,15,11,15,14,17,17,20,52,61,28,72,41,66,19,11,36,20
13607,Y. Guzmán,Envigado FC,28,60,48,44,55,35,65,82,91,52,71,58,34,48,61,62,56
13608,J. Schneider,FC St. Pauli,43,58,56,64,67,43,60,83,77,64,73,50,67,63,54,47,19
13609,M. Albornoz,IK Sirius,48,48,60,45,53,49,59,48,56,56,76,76,75,51,52,57,62
13610,F. Senninger,SV Meppen,57,26,45,29,54,26,58,84,79,29,79,75,56,28,40,36,59
13611,E. Ćivić,Sparta Praha,62,54,42,22,55,32,64,75,68,79,58,60,76,24,67,54,42
13612,F. Crisanto,Lobos BUAP,56,28,47,30,64,56,56,84,63,26,53,63,57,30,45,66,55
13613,J. Gerezgiher,SG Sonnenhof Großaspach,54,52,46,49,67,54,63,74,75,57,65,49,49,48,55,58,36
13614,J. Hoffmann,SG Sonnenhof Großaspach,51,47,56,35,58,39,63,66,73,56,87,74,66,49,58,58,52
13615,G. Alcalá,Querétaro,18,17,18,16,13,13,19,59,66,22,65,42,64,19,12,35,20
13616,A. Almendra,Boca Juniors,47,58,45,50,63,55,65,63,61,59,50,47,62,56,54,57,52
13617,A. Dźwigała,Wisła Płock,37,32,67,38,44,53,61,69,65,61,73,79,72,56,55,52,59
13618,A. Kenyon,Morecambe,52,44,56,36,57,47,61,67,72,54,77,81,76,45,44,47,53
